team_abbrev,season,game_type,situation,goals_for,goals_against,x_goals_for,x_goals_against,x_goals_pct,m_unblocked_for,m_unblocked_against
ANA,2025-26,playoffs,5on5,22,28,23.1335,24.3169,0.4875,457,383
BOS,2025-26,playoffs,5on5,9,15,9.933,11.9594,0.4537,174,207
BUF,2025-26,playoffs,5on5,28,25,30.4226,24.6729,0.5522,456,391
CAR,2025-26,playoffs,5on5,46,28,47.1123,36.7941,0.5615,754,537
COL,2025-26,playoffs,5on5,27,22,27.405,21.6811,0.5583,509,395
DAL,2025-26,playoffs,5on5,4,14,11.4171,10.2835,0.5261,213,192
EDM,2025-26,playoffs,5on5,17,14,11.6388,11.7905,0.4968,200,237
LAK,2025-26,playoffs,5on5,2,9,5.6487,8.4147,0.4017,122,160
MIN,2025-26,playoffs,5on5,25,18,18.7197,23.1786,0.4468,346,424
MTL,2025-26,playoffs,5on5,34,36,33.6164,46.5878,0.4191,507,676
OTT,2025-26,playoffs,5on5,3,7,9.4785,11.0522,0.4617,143,175
PHI,2025-26,playoffs,5on5,14,14,16.6879,19.5187,0.4609,256,372
PIT,2025-26,playoffs,5on5,5,11,10.2647,9.8326,0.5108,224,163
TBL,2025-26,playoffs,5on5,9,11,12.9866,11.0829,0.5395,218,177
UTA,2025-26,playoffs,5on5,17,14,10.6234,12.8087,0.4534,218,241
VGK,2025-26,playoffs,5on5,49,45,45.7498,40.8631,0.5282,731,798
ANA,2025-26,playoffs,5on4,12,2,7.5119,0.8963,0.8934,83,12
BOS,2025-26,playoffs,5on4,1,0,3.5122,0.3049,0.9201,36,7
BUF,2025-26,playoffs,5on4,10,2,10.7998,1.1428,0.9043,115,16
CAR,2025-26,playoffs,5on4,11,0,14.8459,1.2124,0.9245,136,14
COL,2025-26,playoffs,5on4,6,1,8.1143,0.8633,0.9038,69,11
DAL,2025-26,playoffs,5on4,10,0,5.7955,0.2986,0.951,49,5
EDM,2025-26,playoffs,5on4,4,1,3.8039,0.1904,0.9523,31,3
LAK,2025-26,playoffs,5on4,1,1,2.0572,0.3368,0.8593,26,8
MIN,2025-26,playoffs,5on4,6,0,8.1142,0.111,0.9865,94,6
MTL,2025-26,playoffs,5on4,15,0,14.9439,0.4575,0.9703,113,11
OTT,2025-26,playoffs,5on4,1,0,2.1469,1.3098,0.6211,21,14
PHI,2025-26,playoffs,5on4,3,1,4.5283,1.3196,0.7743,49,15
PIT,2025-26,playoffs,5on4,4,1,3.9395,1.6685,0.7025,43,12
TBL,2025-26,playoffs,5on4,5,0,7.2404,0.7776,0.903,74,8
UTA,2025-26,playoffs,5on4,1,2,3.7138,0.852,0.8134,42,8
VGK,2025-26,playoffs,5on4,13,1,16.5595,0.7005,0.9594,137,16
ANA,2025-26,playoffs,4on5,1,9,0.2998,8.6073,0.0337,8,69
BOS,2025-26,playoffs,4on5,1,1,0.7621,5.6014,0.1198,10,64
BUF,2025-26,playoffs,4on5,0,9,0.5975,10.0682,0.056,14,86
CAR,2025-26,playoffs,4on5,1,6,2.7977,10.9162,0.204,35,89
COL,2025-26,playoffs,4on5,2,5,0.7111,7.6684,0.0849,15,85
DAL,2025-26,playoffs,4on5,0,4,0.1101,4.8504,0.0222,4,56
EDM,2025-26,playoffs,4on5,0,8,0.3167,4.0866,0.0719,5,41
LAK,2025-26,playoffs,4on5,0,1,0.1632,2.2498,0.0676,4,17
MIN,2025-26,playoffs,4on5,1,15,0.8308,9.81,0.0781,11,84
MTL,2025-26,playoffs,4on5,1,16,1.1957,16.8108,0.0664,16,164
OTT,2025-26,playoffs,4on5,0,2,0.3355,2.8379,0.1057,2,25
PHI,2025-26,playoffs,4on5,1,6,2.0675,7.5296,0.2154,20,81
PIT,2025-26,playoffs,4on5,0,2,0.2144,2.399,0.082,4,33
TBL,2025-26,playoffs,4on5,0,5,0.0,6.8887,0.0,0,51
UTA,2025-26,playoffs,4on5,0,4,0.0,4.2679,0.0,0,38
VGK,2025-26,playoffs,4on5,4,10,2.0398,13.035,0.1353,18,135
