external_player_id,player_name,season,game_type,league,team_name,position,situation,goals_against,x_goals,m_unblocked_shots_against,m_gsax
8467950,Craig Anderson,2021-22,regular,NHL,BUF,G,all,96,90.5097,1298,-5.4903
8469608,Mike Smith,2021-22,regular,NHL,EDM,G,all,74,82.5953,1152,8.5953
8470594,Marc-Andre Fleury,2021-22,regular,NHL,MIN,G,all,159,150.1176,2342,-8.8824
8470860,Jaroslav Halak,2021-22,regular,NHL,VAN,G,all,39,37.9937,546,-1.0063
8470880,Brian Elliott,2021-22,regular,NHL,TBL,G,all,43,46.7111,693,3.7111
8471239,Cory Schneider,2021-22,regular,NHL,NYI,G,all,3,3.6918,51,0.6918
8471306,Thomas Greiss,2021-22,regular,NHL,DET,G,all,92,78.9955,1175,-13.0045
8471418,Anton Khudobin,2021-22,regular,NHL,DAL,G,all,28,21.348,313,-6.652
8471679,Carey Price,2021-22,regular,NHL,MTL,G,all,18,13.7172,200,-4.2828
8471695,Tuukka Rask,2021-22,regular,NHL,BOS,G,all,14,7.7029,124,-6.2971
8471734,Jonathan Quick,2021-22,regular,NHL,LAK,G,all,116,131.2732,1761,15.2732
8471774,Alex Stalock,2021-22,regular,NHL,SJS,G,all,6,2.7933,40,-3.2067
8473503,James Reimer,2021-22,regular,NHL,SJS,G,all,129,132.2356,2051,3.2356
8473541,Jonathan Bernier,2021-22,regular,NHL,NJD,G,all,26,23.7465,362,-2.2535
8473575,Semyon Varlamov,2021-22,regular,NHL,NYI,G,all,87,92.0746,1310,5.0746
8474593,Jacob Markstrom,2021-22,regular,NHL,CGY,G,all,137,156.9841,2389,19.9841
8474596,Jake Allen,2021-22,regular,NHL,MTL,G,all,107,105.3779,1502,-1.6221
8474636,Michael Hutchinson,2021-22,regular,NHL,TOR,G,all,6,4.2396,52,-1.7604
8474651,Braden Holtby,2021-22,regular,NHL,DAL,G,all,60,61.3981,965,1.3981
8474667,Harri Sateri,2021-22,regular,NHL,ARI,G,all,21,20.2692,246,-0.7308
8474682,Dustin Tokarski,2021-22,regular,NHL,BUF,G,all,91,80.515,1186,-10.485
8474889,Martin Jones,2021-22,regular,NHL,PHI,G,all,114,104.9932,1559,-9.0068
8475156,Mikko Koskinen,2021-22,regular,NHL,EDM,G,all,136,135.5536,1913,-0.4464
8475215,Robin Lehner,2021-22,regular,NHL,VGK,G,all,120,123.9505,1716,3.9505
8475234,J-F Berube,2021-22,regular,NHL,CBJ,G,all,21,17.2736,260,-3.7264
8475311,Darcy Kuemper,2021-22,regular,NHL,COL,G,all,138,149.2011,2361,11.2011
8475622,Carter Hutton,2021-22,regular,NHL,ARI,G,all,15,5.0309,77,-9.9691
8475660,Cam Talbot,2021-22,regular,NHL,MIN,G,all,132,119.8315,1995,-12.1685
8475683,Sergei Bobrovsky,2021-22,regular,NHL,FLA,G,all,137,143.7584,2045,6.7584
8475717,Calvin Pickard,2021-22,regular,NHL,DET,G,all,9,5.797,91,-3.203
8475789,Jack Campbell,2021-22,regular,NHL,TOR,G,all,123,117.819,1916,-5.181
8475809,Scott Wedgewood,2021-22,regular,NHL,DAL,G,all,110,110.8371,1649,0.8371
8475831,Philipp Grubauer,2021-22,regular,NHL,SEA,G,all,164,129.6961,2059,-34.3039
8475839,Louis Domingue,2021-22,regular,NHL,PIT,G,all,4,6.4811,99,2.4811
8475852,Petr Mrazek,2021-22,regular,NHL,TOR,G,all,58,46.6177,686,-11.3823
8475883,Frederik Andersen,2021-22,regular,NHL,CAR,G,all,111,136.7377,1989,25.7377
8475920,Michael Houser,2021-22,regular,NHL,BUF,G,all,4,5.4222,107,1.4222
8476234,Keith Kinkaid,2021-22,regular,NHL,NYR,G,all,2,2.3204,42,0.3204
8476316,Laurent Brossoit,2021-22,regular,NHL,VGK,G,all,62,62.7635,841,0.7635
8476341,Anton Forsberg,2021-22,regular,NHL,OTT,G,all,121,131.4987,1955,10.4987
8476343,Garret Sparks,2021-22,regular,NHL,LAK,G,all,3,4.198,63,1.198
8476412,Jordan Binnington,2021-22,regular,NHL,STL,G,all,112,102.6129,1577,-9.3871
8476433,Magnus Hellberg,2021-22,regular,NHL,DET,G,all,3,2.3519,31,-0.6481
8476434,John Gibson,2021-22,regular,NHL,ANA,G,all,172,168.528,2488,-3.472
8476509,Maxime Lagace,2021-22,regular,NHL,TBL,G,all,10,5.7271,68,-4.2729
8476876,Malcolm Subban,2021-22,regular,NHL,BUF,G,all,17,11.9822,169,-5.0178
8476883,Andrei Vasilevskiy,2021-22,regular,NHL,TBL,G,all,156,180.2814,2570,24.2814
8476899,Matt Murray,2021-22,regular,NHL,OTT,G,all,60,63.1559,884,3.1559
8476903,Jon Gillies,2021-22,regular,NHL,NJD,G,all,61,50.0553,730,-10.9447
8476904,Chris Driedger,2021-22,regular,NHL,SEA,G,all,73,66.873,1009,-6.127
8476914,Joonas Korpisalo,2021-22,regular,NHL,CBJ,G,all,78,64.267,834,-13.733
8476932,Anthony Stolarz,2021-22,regular,NHL,ANA,G,all,66,71.5975,1110,5.5975
8476945,Connor Hellebuyck,2021-22,regular,NHL,WPG,G,all,193,200.2719,2931,7.2719
8476999,Linus Ullmark,2021-22,regular,NHL,BOS,G,all,95,98.7689,1554,3.7689
8477180,Aaron Dell,2021-22,regular,NHL,BUF,G,all,38,31.9349,464,-6.0651
8477202,Andrew Hammond,2021-22,regular,NHL,NJD,G,all,38,31.8537,437,-6.1463
8477293,Antti Raanta,2021-22,regular,NHL,CAR,G,all,62,68.8467,972,6.8467
8477361,Cal Petersen,2021-22,regular,NHL,LAK,G,all,105,99.6105,1400,-5.3895
8477424,Juuse Saros,2021-22,regular,NHL,NSH,G,all,173,192.9865,2867,19.9865
8477457,Zach Fucale,2021-22,regular,NHL,WSH,G,all,5,6.3882,102,1.3882
8477465,Tristan Jarry,2021-22,regular,NHL,PIT,G,all,137,151.397,2278,14.397
8477480,Eric Comrie,2021-22,regular,NHL,WPG,G,all,44,53.9849,750,9.9849
8477484,Spencer Martin,2021-22,regular,NHL,VAN,G,all,11,23.9242,302,12.9242
8477831,Pheonix Copley,2021-22,regular,NHL,WSH,G,all,5,3.3742,68,-1.6258
8477967,Thatcher Demko,2021-22,regular,NHL,VAN,G,all,168,179.3231,2661,11.3231
8477968,Alex Nedeljkovic,2021-22,regular,NHL,DET,G,all,178,172.7751,2380,-5.2249
8477970,Vitek Vanecek,2021-22,regular,NHL,WSH,G,all,103,100.6165,1554,-2.3835
8477992,Jonas Johansson,2021-22,regular,NHL,FLA,G,all,39,21.2613,341,-17.7387
8478007,Elvis Merzlikins,2021-22,regular,NHL,CBJ,G,all,178,179.403,2584,1.403
8478009,Ilya Sorokin,2021-22,regular,NHL,NYI,G,all,123,147.5154,2256,24.5154
8478024,Ville Husso,2021-22,regular,NHL,STL,G,all,100,117.8079,1727,17.8079
8478039,Kaapo Kahkonen,2021-22,regular,NHL,SJS,G,all,93,95.0838,1467,2.0838
8478048,Igor Shesterkin,2021-22,regular,NHL,NYR,G,all,106,148.7636,2220,42.7636
8478406,Mackenzie Blackwood,2021-22,regular,NHL,NJD,G,all,79,69.4856,1012,-9.5144
8478433,Felix Sandstrom,2021-22,regular,NHL,PHI,G,all,16,19.4228,247,3.4228
8478435,Dan Vladar,2021-22,regular,NHL,CGY,G,all,56,54.6832,870,-1.3168
8478470,Samuel Montembeault,2021-22,regular,NHL,MTL,G,all,121,106.0841,1507,-14.9159
8478492,Ilya Samsonov,2021-22,regular,NHL,WSH,G,all,119,104.7388,1610,-14.2612
8478499,Adin Hill,2021-22,regular,NHL,SJS,G,all,61,56.2095,903,-4.7905
8478872,Karel Vejmelka,2021-22,regular,NHL,ARI,G,all,170,151.7343,2264,-18.2657
8478902,Erik Kallgren,2021-22,regular,NHL,TOR,G,all,43,35.4472,537,-7.5528
8478903,Adam Huska,2021-22,regular,NHL,NYR,G,all,7,3.7253,50,-3.2747
8478916,Joey Daccord,2021-22,regular,NHL,SEA,G,all,20,15.922,184,-4.078
8478933,Michael McNiven,2021-22,regular,NHL,MTL,G,all,3,1.0834,12,-1.9166
8478971,Connor Ingram,2021-22,regular,NHL,NSH,G,all,11,8.3588,121,-2.6412
8479193,Casey DeSmith,2021-22,regular,NHL,PIT,G,all,66,64.5319,1026,-1.4681
8479292,Charlie Lindgren,2021-22,regular,NHL,STL,G,all,5,9.3472,166,4.3472
8479312,Alex Lyon,2021-22,regular,NHL,CAR,G,all,6,8.8359,94,2.8359
8479313,Zach Sawchenko,2021-22,regular,NHL,SJS,G,all,15,14.8679,212,-0.1321
8479361,Joseph Woll,2021-22,regular,NHL,TOR,G,all,11,11.8415,176,0.8415
8479394,Carter Hart,2021-22,regular,NHL,PHI,G,all,137,131.8733,1935,-5.1267
8479406,Filip Gustavsson,2021-22,regular,NHL,OTT,G,all,62,57.315,786,-4.685
8479496,David Rittich,2021-22,regular,NHL,NSH,G,all,49,40.6858,603,-8.3142
8479581,Jack LaFontaine,2021-22,regular,NHL,CAR,G,all,9,3.4103,52,-5.5897
8479973,Stuart Skinner,2021-22,regular,NHL,EDM,G,all,32,32.3047,476,0.3047
8479979,Jake Oettinger,2021-22,regular,NHL,DAL,G,all,114,115.6816,1866,1.6816
8480022,Michael DiPietro,2021-22,regular,NHL,VAN,G,all,3,2.0184,23,-0.9816
8480045,Ukko-Pekka Luukkonen,2021-22,regular,NHL,BUF,G,all,23,21.888,393,-1.112
8480051,Cayden Primeau,2021-22,regular,NHL,MTL,G,all,40,27.4338,409,-12.5662
8480193,Daniil Tarasov,2021-22,regular,NHL,CBJ,G,all,7,10.1752,144,3.1752
8480280,Jeremy Swayman,2021-22,regular,NHL,BOS,G,all,96,94.7026,1551,-1.2974
8480313,Logan Thompson,2021-22,regular,NHL,VGK,G,all,49,50.2988,775,1.2988
8480373,Josef Korenar,2021-22,regular,NHL,ARI,G,all,3,3.5185,50,0.5185
8480382,Alexandar Georgiev,2021-22,regular,NHL,NYR,G,all,85,80.0374,1190,-4.9626
8480420,Collin Delia,2021-22,regular,NHL,CHI,G,all,22,17.8708,291,-4.1292
8480591,Thomas Hodges,2021-22,regular,NHL,ANA,G,all,1,0.2112,4,-0.7888
8480843,Lukas Dostal,2021-22,regular,NHL,ANA,G,all,10,9.692,146,-0.308
8480925,Pavel Francouz,2021-22,regular,NHL,COL,G,all,51,48.7492,803,-2.2508
8480947,Kevin Lankinen,2021-22,regular,NHL,CHI,G,all,106,83.2457,1300,-22.7543
8480981,Joel Hofer,2021-22,regular,NHL,STL,G,all,6,5.1566,78,-0.8434
8481020,Justus Annunen,2021-22,regular,NHL,COL,G,all,7,3.9193,66,-3.0807
8481031,Ivan Prosvetov,2021-22,regular,NHL,ARI,G,all,13,9.6615,142,-3.3385
8481033,Akira Schmid,2021-22,regular,NHL,NJD,G,all,19,10.0871,151,-8.9129
8481519,Spencer Knight,2021-22,regular,NHL,FLA,G,all,81,79.3335,1167,-1.6665
8481544,Mads Sogaard,2021-22,regular,NHL,OTT,G,all,6,5.5697,72,-0.4303
8481597,Hugo Alnefelt,2021-22,regular,NHL,TBL,G,all,3,0.8309,10,-2.1691
8481611,Pyotr Kochetkov,2021-22,regular,NHL,CAR,G,all,6,5.7732,77,-0.2268
8482076,Nico Daws,2021-22,regular,NHL,NJD,G,all,66,60.9711,883,-5.0289
8482821,Arvid Soderblom,2021-22,regular,NHL,CHI,G,all,13,8.5765,127,-4.4235
8467950,Craig Anderson,2021-22,regular,NHL,BUF,G,5on5,77,68.6647,1029,-8.3353
8469608,Mike Smith,2021-22,regular,NHL,EDM,G,5on5,49,55.6168,869,6.6168
8470594,Marc-Andre Fleury,2021-22,regular,NHL,MIN,G,5on5,110,104.8123,1847,-5.1877
8470860,Jaroslav Halak,2021-22,regular,NHL,VAN,G,5on5,27,28.1213,440,1.1213
8470880,Brian Elliott,2021-22,regular,NHL,TBL,G,5on5,29,31.2872,542,2.2872
8471239,Cory Schneider,2021-22,regular,NHL,NYI,G,5on5,2,2.3859,38,0.3859
8471306,Thomas Greiss,2021-22,regular,NHL,DET,G,5on5,68,57.9708,967,-10.0292
8471418,Anton Khudobin,2021-22,regular,NHL,DAL,G,5on5,16,14.1905,234,-1.8095
8471679,Carey Price,2021-22,regular,NHL,MTL,G,5on5,15,9.7131,161,-5.2869
8471695,Tuukka Rask,2021-22,regular,NHL,BOS,G,5on5,11,5.3634,93,-5.6366
8471734,Jonathan Quick,2021-22,regular,NHL,LAK,G,5on5,76,90.5798,1378,14.5798
8471774,Alex Stalock,2021-22,regular,NHL,SJS,G,5on5,6,2.168,32,-3.832
8473503,James Reimer,2021-22,regular,NHL,SJS,G,5on5,101,94.3897,1641,-6.6103
8473541,Jonathan Bernier,2021-22,regular,NHL,NJD,G,5on5,15,15.2697,270,0.2697
8473575,Semyon Varlamov,2021-22,regular,NHL,NYI,G,5on5,73,72.019,1089,-0.981
8474593,Jacob Markstrom,2021-22,regular,NHL,CGY,G,5on5,100,116.564,1904,16.564
8474596,Jake Allen,2021-22,regular,NHL,MTL,G,5on5,70,76.3109,1195,6.3109
8474636,Michael Hutchinson,2021-22,regular,NHL,TOR,G,5on5,5,3.0919,42,-1.9081
8474651,Braden Holtby,2021-22,regular,NHL,DAL,G,5on5,43,43.3192,756,0.3192
8474667,Harri Sateri,2021-22,regular,NHL,ARI,G,5on5,16,13.2798,189,-2.7202
8474682,Dustin Tokarski,2021-22,regular,NHL,BUF,G,5on5,66,58.1224,951,-7.8776
8474889,Martin Jones,2021-22,regular,NHL,PHI,G,5on5,84,76.9169,1266,-7.0831
8475156,Mikko Koskinen,2021-22,regular,NHL,EDM,G,5on5,99,95.431,1499,-3.569
8475215,Robin Lehner,2021-22,regular,NHL,VGK,G,5on5,90,89.9893,1370,-0.0107
8475234,J-F Berube,2021-22,regular,NHL,CBJ,G,5on5,18,12.7778,208,-5.2222
8475311,Darcy Kuemper,2021-22,regular,NHL,COL,G,5on5,97,101.2614,1807,4.2614
8475622,Carter Hutton,2021-22,regular,NHL,ARI,G,5on5,10,3.5126,60,-6.4874
8475660,Cam Talbot,2021-22,regular,NHL,MIN,G,5on5,89,81.4035,1524,-7.5965
8475683,Sergei Bobrovsky,2021-22,regular,NHL,FLA,G,5on5,98,103.4704,1591,5.4704
8475717,Calvin Pickard,2021-22,regular,NHL,DET,G,5on5,4,3.0633,67,-0.9367
8475789,Jack Campbell,2021-22,regular,NHL,TOR,G,5on5,96,88.5813,1574,-7.4187
8475809,Scott Wedgewood,2021-22,regular,NHL,DAL,G,5on5,81,82.7935,1335,1.7935
8475831,Philipp Grubauer,2021-22,regular,NHL,SEA,G,5on5,125,94.8688,1653,-30.1312
8475839,Louis Domingue,2021-22,regular,NHL,PIT,G,5on5,3,4.6064,78,1.6064
8475852,Petr Mrazek,2021-22,regular,NHL,TOR,G,5on5,45,35.0623,543,-9.9377
8475883,Frederik Andersen,2021-22,regular,NHL,CAR,G,5on5,83,96.3162,1550,13.3162
8475920,Michael Houser,2021-22,regular,NHL,BUF,G,5on5,2,2.903,78,0.903
8476234,Keith Kinkaid,2021-22,regular,NHL,NYR,G,5on5,1,1.9875,38,0.9875
8476316,Laurent Brossoit,2021-22,regular,NHL,VGK,G,5on5,40,45.3439,655,5.3439
8476341,Anton Forsberg,2021-22,regular,NHL,OTT,G,5on5,88,91.7957,1522,3.7957
8476343,Garret Sparks,2021-22,regular,NHL,LAK,G,5on5,3,2.5319,45,-0.4681
8476412,Jordan Binnington,2021-22,regular,NHL,STL,G,5on5,85,77.7645,1307,-7.2355
8476433,Magnus Hellberg,2021-22,regular,NHL,DET,G,5on5,3,1.9276,27,-1.0724
8476434,John Gibson,2021-22,regular,NHL,ANA,G,5on5,130,118.418,1961,-11.582
8476509,Maxime Lagace,2021-22,regular,NHL,TBL,G,5on5,9,4.4691,57,-4.5309
8476876,Malcolm Subban,2021-22,regular,NHL,BUF,G,5on5,12,9.0519,141,-2.9481
8476883,Andrei Vasilevskiy,2021-22,regular,NHL,TBL,G,5on5,109,127.4658,2016,18.4658
8476899,Matt Murray,2021-22,regular,NHL,OTT,G,5on5,42,46.5244,701,4.5244
8476903,Jon Gillies,2021-22,regular,NHL,NJD,G,5on5,47,38.5431,616,-8.4569
8476904,Chris Driedger,2021-22,regular,NHL,SEA,G,5on5,47,50.0417,823,3.0417
8476914,Joonas Korpisalo,2021-22,regular,NHL,CBJ,G,5on5,57,46.2642,659,-10.7358
8476932,Anthony Stolarz,2021-22,regular,NHL,ANA,G,5on5,50,49.4529,866,-0.5471
8476945,Connor Hellebuyck,2021-22,regular,NHL,WPG,G,5on5,134,140.0873,2291,6.0873
8476999,Linus Ullmark,2021-22,regular,NHL,BOS,G,5on5,68,64.8012,1171,-3.1988
8477180,Aaron Dell,2021-22,regular,NHL,BUF,G,5on5,23,22.776,371,-0.224
8477202,Andrew Hammond,2021-22,regular,NHL,NJD,G,5on5,26,22.1622,343,-3.8378
8477293,Antti Raanta,2021-22,regular,NHL,CAR,G,5on5,44,52.4299,788,8.4299
8477361,Cal Petersen,2021-22,regular,NHL,LAK,G,5on5,74,71.4504,1108,-2.5496
8477424,Juuse Saros,2021-22,regular,NHL,NSH,G,5on5,113,124.2986,2114,11.2986
8477457,Zach Fucale,2021-22,regular,NHL,WSH,G,5on5,2,4.6002,79,2.6002
8477465,Tristan Jarry,2021-22,regular,NHL,PIT,G,5on5,102,106.6826,1806,4.6826
8477480,Eric Comrie,2021-22,regular,NHL,WPG,G,5on5,28,40.067,598,12.067
8477484,Spencer Martin,2021-22,regular,NHL,VAN,G,5on5,8,14.0304,215,6.0304
8477831,Pheonix Copley,2021-22,regular,NHL,WSH,G,5on5,2,2.4741,59,0.4741
8477967,Thatcher Demko,2021-22,regular,NHL,VAN,G,5on5,106,128.6721,2121,22.6721
8477968,Alex Nedeljkovic,2021-22,regular,NHL,DET,G,5on5,128,127.9413,1934,-0.0587
8477970,Vitek Vanecek,2021-22,regular,NHL,WSH,G,5on5,66,72.2713,1234,6.2713
8477992,Jonas Johansson,2021-22,regular,NHL,FLA,G,5on5,33,17.6731,288,-15.3269
8478007,Elvis Merzlikins,2021-22,regular,NHL,CBJ,G,5on5,132,134.3438,2111,2.3438
8478009,Ilya Sorokin,2021-22,regular,NHL,NYI,G,5on5,85,110.1989,1834,25.1989
8478024,Ville Husso,2021-22,regular,NHL,STL,G,5on5,75,89.1938,1413,14.1938
8478039,Kaapo Kahkonen,2021-22,regular,NHL,SJS,G,5on5,63,64.8614,1115,1.8614
8478048,Igor Shesterkin,2021-22,regular,NHL,NYR,G,5on5,82,107.6159,1743,25.6159
8478406,Mackenzie Blackwood,2021-22,regular,NHL,NJD,G,5on5,63,53.36,853,-9.64
8478433,Felix Sandstrom,2021-22,regular,NHL,PHI,G,5on5,10,12.3743,180,2.3743
8478435,Dan Vladar,2021-22,regular,NHL,CGY,G,5on5,39,39.2811,696,0.2811
8478470,Samuel Montembeault,2021-22,regular,NHL,MTL,G,5on5,74,71.5732,1143,-2.4268
8478492,Ilya Samsonov,2021-22,regular,NHL,WSH,G,5on5,88,76.5958,1286,-11.4042
8478499,Adin Hill,2021-22,regular,NHL,SJS,G,5on5,44,43.8092,743,-0.1908
8478872,Karel Vejmelka,2021-22,regular,NHL,ARI,G,5on5,124,108.9904,1770,-15.0096
8478902,Erik Kallgren,2021-22,regular,NHL,TOR,G,5on5,28,24.7833,407,-3.2167
8478903,Adam Huska,2021-22,regular,NHL,NYR,G,5on5,6,2.5623,35,-3.4377
8478916,Joey Daccord,2021-22,regular,NHL,SEA,G,5on5,16,12.0625,144,-3.9375
8478933,Michael McNiven,2021-22,regular,NHL,MTL,G,5on5,2,0.8987,10,-1.1013
8478971,Connor Ingram,2021-22,regular,NHL,NSH,G,5on5,10,4.4712,89,-5.5288
8479193,Casey DeSmith,2021-22,regular,NHL,PIT,G,5on5,48,46.8554,815,-1.1446
8479292,Charlie Lindgren,2021-22,regular,NHL,STL,G,5on5,5,7.7426,145,2.7426
8479312,Alex Lyon,2021-22,regular,NHL,CAR,G,5on5,4,5.8043,73,1.8043
8479313,Zach Sawchenko,2021-22,regular,NHL,SJS,G,5on5,9,11.2792,170,2.2792
8479361,Joseph Woll,2021-22,regular,NHL,TOR,G,5on5,8,9.1362,148,1.1362
8479394,Carter Hart,2021-22,regular,NHL,PHI,G,5on5,96,97.1309,1561,1.1309
8479406,Filip Gustavsson,2021-22,regular,NHL,OTT,G,5on5,42,41.1022,616,-0.8978
8479496,David Rittich,2021-22,regular,NHL,NSH,G,5on5,33,28.0177,472,-4.9823
8479581,Jack LaFontaine,2021-22,regular,NHL,CAR,G,5on5,8,3.3285,50,-4.6715
8479973,Stuart Skinner,2021-22,regular,NHL,EDM,G,5on5,25,23.5465,385,-1.4535
8479979,Jake Oettinger,2021-22,regular,NHL,DAL,G,5on5,85,85.7353,1504,0.7353
8480022,Michael DiPietro,2021-22,regular,NHL,VAN,G,5on5,2,1.7956,21,-0.2044
8480045,Ukko-Pekka Luukkonen,2021-22,regular,NHL,BUF,G,5on5,20,16.9338,333,-3.0662
8480051,Cayden Primeau,2021-22,regular,NHL,MTL,G,5on5,32,20.8787,324,-11.1213
8480193,Daniil Tarasov,2021-22,regular,NHL,CBJ,G,5on5,7,9.4044,130,2.4044
8480280,Jeremy Swayman,2021-22,regular,NHL,BOS,G,5on5,65,63.3462,1183,-1.6538
8480313,Logan Thompson,2021-22,regular,NHL,VGK,G,5on5,36,37.7782,638,1.7782
8480373,Josef Korenar,2021-22,regular,NHL,ARI,G,5on5,2,2.1287,38,0.1287
8480382,Alexandar Georgiev,2021-22,regular,NHL,NYR,G,5on5,59,61.3002,984,2.3002
8480420,Collin Delia,2021-22,regular,NHL,CHI,G,5on5,15,13.6077,241,-1.3923
8480591,Thomas Hodges,2021-22,regular,NHL,ANA,G,5on5,0,0.087,3,0.087
8480843,Lukas Dostal,2021-22,regular,NHL,ANA,G,5on5,7,6.7262,117,-0.2738
8480925,Pavel Francouz,2021-22,regular,NHL,COL,G,5on5,34,33.0997,633,-0.9003
8480947,Kevin Lankinen,2021-22,regular,NHL,CHI,G,5on5,75,61.0939,1044,-13.9061
8480981,Joel Hofer,2021-22,regular,NHL,STL,G,5on5,3,3.1381,55,0.1381
8481020,Justus Annunen,2021-22,regular,NHL,COL,G,5on5,3,2.7415,54,-0.2585
8481031,Ivan Prosvetov,2021-22,regular,NHL,ARI,G,5on5,10,6.9555,108,-3.0445
8481033,Akira Schmid,2021-22,regular,NHL,NJD,G,5on5,16,8.4313,134,-7.5687
8481519,Spencer Knight,2021-22,regular,NHL,FLA,G,5on5,49,52.3804,873,3.3804
8481544,Mads Sogaard,2021-22,regular,NHL,OTT,G,5on5,3,3.4355,50,0.4355
8481597,Hugo Alnefelt,2021-22,regular,NHL,TBL,G,5on5,2,0.317,7,-1.683
8481611,Pyotr Kochetkov,2021-22,regular,NHL,CAR,G,5on5,3,3.2107,53,0.2107
8482076,Nico Daws,2021-22,regular,NHL,NJD,G,5on5,47,45.243,747,-1.757
8482821,Arvid Soderblom,2021-22,regular,NHL,CHI,G,5on5,9,5.7352,95,-3.2648
8467950,Craig Anderson,2021-22,regular,NHL,BUF,G,4on5,12,13.3804,165,1.3804
8469608,Mike Smith,2021-22,regular,NHL,EDM,G,4on5,18,19.5513,197,1.5513
8470594,Marc-Andre Fleury,2021-22,regular,NHL,MIN,G,4on5,35,30.8268,321,-4.1732
8470860,Jaroslav Halak,2021-22,regular,NHL,VAN,G,4on5,11,7.6117,86,-3.3883
8470880,Brian Elliott,2021-22,regular,NHL,TBL,G,4on5,10,10.4236,101,0.4236
8471239,Cory Schneider,2021-22,regular,NHL,NYI,G,4on5,0,0.7124,7,0.7124
8471306,Thomas Greiss,2021-22,regular,NHL,DET,G,4on5,21,14.609,135,-6.391
8471418,Anton Khudobin,2021-22,regular,NHL,DAL,G,4on5,9,4.5697,56,-4.4303
8471679,Carey Price,2021-22,regular,NHL,MTL,G,4on5,2,2.7654,27,0.7654
8471695,Tuukka Rask,2021-22,regular,NHL,BOS,G,4on5,2,1.0212,16,-0.9788
8471734,Jonathan Quick,2021-22,regular,NHL,LAK,G,4on5,29,25.3351,251,-3.6649
8471774,Alex Stalock,2021-22,regular,NHL,SJS,G,4on5,0,0.296,2,0.296
8473503,James Reimer,2021-22,regular,NHL,SJS,G,4on5,12,22.5865,243,10.5865
8473541,Jonathan Bernier,2021-22,regular,NHL,NJD,G,4on5,5,3.7832,48,-1.2168
8473575,Semyon Varlamov,2021-22,regular,NHL,NYI,G,4on5,11,13.3298,148,2.3298
8474593,Jacob Markstrom,2021-22,regular,NHL,CGY,G,4on5,25,25.9864,295,0.9864
8474596,Jake Allen,2021-22,regular,NHL,MTL,G,4on5,26,20.951,228,-5.049
8474636,Michael Hutchinson,2021-22,regular,NHL,TOR,G,4on5,1,0.9258,9,-0.0742
8474651,Braden Holtby,2021-22,regular,NHL,DAL,G,4on5,13,9.5873,120,-3.4127
8474667,Harri Sateri,2021-22,regular,NHL,ARI,G,4on5,3,3.2767,35,0.2767
8474682,Dustin Tokarski,2021-22,regular,NHL,BUF,G,4on5,17,14.4676,153,-2.5324
8474889,Martin Jones,2021-22,regular,NHL,PHI,G,4on5,20,17.6877,178,-2.3123
8475156,Mikko Koskinen,2021-22,regular,NHL,EDM,G,4on5,27,26.0207,277,-0.9793
8475215,Robin Lehner,2021-22,regular,NHL,VGK,G,4on5,23,22.6753,221,-0.3247
8475234,J-F Berube,2021-22,regular,NHL,CBJ,G,4on5,1,2.7053,27,1.7053
8475311,Darcy Kuemper,2021-22,regular,NHL,COL,G,4on5,28,30.7218,338,2.7218
8475622,Carter Hutton,2021-22,regular,NHL,ARI,G,4on5,4,1.0118,11,-2.9882
8475660,Cam Talbot,2021-22,regular,NHL,MIN,G,4on5,33,25.2896,310,-7.7104
8475683,Sergei Bobrovsky,2021-22,regular,NHL,FLA,G,4on5,25,26.6094,311,1.6094
8475717,Calvin Pickard,2021-22,regular,NHL,DET,G,4on5,4,2.4023,21,-1.5977
8475789,Jack Campbell,2021-22,regular,NHL,TOR,G,4on5,17,16.6654,205,-0.3346
8475809,Scott Wedgewood,2021-22,regular,NHL,DAL,G,4on5,19,16.702,198,-2.298
8475831,Philipp Grubauer,2021-22,regular,NHL,SEA,G,4on5,28,25.4143,282,-2.5857
8475839,Louis Domingue,2021-22,regular,NHL,PIT,G,4on5,1,1.7677,19,0.7677
8475852,Petr Mrazek,2021-22,regular,NHL,TOR,G,4on5,9,7.707,85,-1.293
8475883,Frederik Andersen,2021-22,regular,NHL,CAR,G,4on5,17,21.9336,250,4.9336
8475920,Michael Houser,2021-22,regular,NHL,BUF,G,4on5,2,2.0904,24,0.0904
8476234,Keith Kinkaid,2021-22,regular,NHL,NYR,G,4on5,0,0.2918,3,0.2918
8476316,Laurent Brossoit,2021-22,regular,NHL,VGK,G,4on5,15,10.1891,116,-4.8109
8476341,Anton Forsberg,2021-22,regular,NHL,OTT,G,4on5,20,26.1945,297,6.1945
8476343,Garret Sparks,2021-22,regular,NHL,LAK,G,4on5,0,1.1332,14,1.1332
8476412,Jordan Binnington,2021-22,regular,NHL,STL,G,4on5,17,15.209,162,-1.791
8476434,John Gibson,2021-22,regular,NHL,ANA,G,4on5,25,33.2068,345,8.2068
8476509,Maxime Lagace,2021-22,regular,NHL,TBL,G,4on5,1,0.8212,7,-0.1788
8476876,Malcolm Subban,2021-22,regular,NHL,BUF,G,4on5,3,1.9265,18,-1.0735
8476883,Andrei Vasilevskiy,2021-22,regular,NHL,TBL,G,4on5,34,30.728,347,-3.272
8476899,Matt Murray,2021-22,regular,NHL,OTT,G,4on5,13,11.676,129,-1.324
8476903,Jon Gillies,2021-22,regular,NHL,NJD,G,4on5,6,7.5959,71,1.5959
